"FITXA_ID","TIPUS","AREA","ELEMENT","DETALL","DIA_DATA_ALTA","MES_DATA_ALTA","ANY_DATA_ALTA","DIA_DATA_TANCAMENT","MES_DATA_TANCAMENT","ANY_DATA_TANCAMENT","CODI_DISTRICTE","DISTRICTE","CODI_BARRI","BARRI","SECCIO_CENSAL","TIPUS_VIA","CARRER","NUMERO","COORDENADA_X","COORDENADA_Y","LONGITUD","LATITUD","SUPORT","CANALS_RESPOSTA"
39134096,""CONSULTA"",""Portal de tràmits"",""Relacions amb l'Ajuntament"",""Portal de tràmits"",07,02,2025,07,02,2025,,,,,,,,,,,,,""WEB"",""EMAIL""
39134097,""CONSULTA"",""Portal de tràmits"",""Relacions amb l'Ajuntament"",""Portal de tràmits"",07,02,2025,07,02,2025,,,,,,,,,,,,,""WEB"",""EMAIL""
39134098,""INCIDENCIA"",""Manteniment de l'espai urbà"",""Senyalització vertical trànsit"",""Senyalització vertical incidències"",07,02,2025,07,02,2025,09,""Sant Andreu"",62,""el Congrés i els Indians"",,""Carrer"",""de Garcilaso"",0175,431596,4586071,,,""MÒBIL"",""EMAIL""
39134066,""PETICIO DE SERVEI"",""Gestions municipals"",""Recollida i neteja de l'espai urbà"",""Rec. mobles i trastos vells gratuïta gent gran/discapacitats"",07,02,2025,07,02,2025,,,,,,,,,,,,,""TELÈFON"",""IMMEDIATA""
39134067,""CONSULTA"",""Cultura"",""Arxius municipals de districte"",""Cita prèvia investigacions"",07,02,2025,07,02,2025,,,,,,,,,,,,,""WEB"",""EMAIL""
39134205,""INCIDENCIA"",""Manteniment de l'espai urbà"",""Semàfors"",""Semàfor incidències"",07,02,2025,07,02,2025,09,""Sant Andreu"",61,""la Sagrera"",062,""Carrer"",""Gran de la Sagrera"",0068,432419,4586013,,,""TELÈFON"",""IMMEDIATA""
39134208,""CONSULTA"",""Portal de tràmits"",""Relacions amb l'Ajuntament"",""Portal de tràmits"",07,02,2025,07,02,2025,,,,,,,,,,,,,""WEB"",""EMAIL""
39134112,""QUEIXA"",""Hisenda"",""Devolucions"",""Devolució sol·licitada i no efectuada"",07,02,2025,07,02,2025,,,,,,,,,,,,,""WEB"",""EMAIL""
39134130,""CONSULTA"",""Portal de tràmits"",""Relacions amb l'Ajuntament"",""Portal de tràmits"",07,02,2025,07,02,2025,,,,,,,,,,,,,""WEB"",""EMAIL""
39134158,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Neteja carrers i/o places"",""Objectes a netejar / retirar"",07,02,2025,07,02,2025,09,""Sant Andreu"",59,""el Bon Pastor"",010,""Carrer"",""de Sas"",0016,433531,4587575,,,""TELÈFON"",""NO VOL RESPOSTA""
39134106,""INCIDENCIA"",""Manteniment de l'espai urbà"",""Voreres"",""Vorera incidències"",07,02,2025,07,02,2025,10,""Sant Martí"",64,""el Camp de l'Arpa del Clot"",025,""Carrer"",""de Mallorca"",0614,431956,4584723,,,""TELÈFON"",""EMAIL""
39134104,""INCIDENCIA"",""Mobilitat"",""Vehicles a motor"",""Vehicles motor abandonats"",07,02,2025,07,02,2025,07,""Horta-Guinardó"",43,""Horta"",109,""Parc"",""Parc de la Unitat"",0000,429574,4587580,,,""TELÈFON"",""IMMEDIATA""
39134026,""CONSULTA"",""Portal de tràmits"",""Relacions amb l'Ajuntament"",""Portal de tràmits"",07,02,2025,07,02,2025,,,,,,,,,,,,,""WEB"",""EMAIL""
39134102,""INCIDENCIA"",""Manteniment de l'espai urbà"",""Senyalització horitzontal trànsit"",""Senyal horitzontal incidències"",07,02,2025,07,02,2025,03,""Sants-Montjuïc"",16,""la Bordeta"",,""Carrer"",""de Sagunt"",0029,427596,4580265,,,""MÒBIL"",""EMAIL""
39134025,""CONSULTA"",""Portal de tràmits"",""Persones i famílies"",""Empadronament finca antiga"",07,02,2025,07,02,2025,,,,,,,,,,,,,""WEB"",""EMAIL""
39134021,""CONSULTA"",""Portal de tràmits"",""Persones i famílies"",""Empadronament finca antiga"",07,02,2025,07,02,2025,,,,,,,,,,,,,""WEB"",""EMAIL""
39134105,""CONSULTA"",""Portal de tràmits"",""Relacions amb l'Ajuntament"",""Portal de tràmits"",07,02,2025,07,02,2025,,,,,,,,,,,,,""WEB"",""EMAIL""
39134111,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Neteja solar municipal"",""Solar municipal brut"",07,02,2025,07,02,2025,10,""Sant Martí"",68,""el Poblenou"",057,""Passatge"",""Ptge de Mas de Roda"",0024,433166,4583148,,,""TELÈFON"",""EMAIL""
39134216,""INCIDENCIA"",""Manteniment de l'espai urbà"",""Enllumenat públic"",""Enllumenat fanal / pal incidències"",07,02,2025,07,02,2025,09,""Sant Andreu"",57,""la Trinitat Vella"",,""Carrer"",""de la Mare de Déu de Lorda"",0003,432442,4589078,,,""MÒBIL"",""EMAIL""
39134077,""CONSULTA"",""Portal de tràmits"",""Relacions amb l'Ajuntament"",""Oficina Virtual de Tràmits"",07,02,2025,07,02,2025,,,,,,,,,,,,,""WEB"",""EMAIL""
39134100,""CONSULTA"",""Portal de tràmits"",""Relacions amb l'Ajuntament"",""Portal de tràmits"",07,02,2025,07,02,2025,,,,,,,,,,,,,""WEB"",""EMAIL""
39134028,""SUGGERIMENT"",""Recollida i neteja de l'espai urbà"",""Recollida orgànic / rebuig"",""Contenidor orgànic/rebuig canvi de lloc"",07,02,2025,07,02,2025,02,""Eixample"",08,""l'Antiga Esquerra de l'Eixample"",,""Carrer"",""del Consell de Cent"",0212,429618,4581874,,,""MÒBIL"",""EMAIL""
39134114,""CONSULTA"",""Portal de tràmits"",""Relacions amb l'Ajuntament"",""Oficina Virtual de Tràmits"",07,02,2025,07,02,2025,,,,,,,,,,,,,""WEB"",""EMAIL""
39133927,""INCIDENCIA"",""Manteniment de l'espai urbà"",""Voreres"",""Vorera emergències"",07,02,2025,07,02,2025,05,""Sarrià-Sant Gervasi"",26,""Sant Gervasi - Galvany"",,""Carrer"",""de Tuset"",0038,429031,4583148,,,""MÒBIL"",""EMAIL""
39134113,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Neteja carrers i/o places"",""Objectes a netejar / retirar"",07,02,2025,07,02,2025,10,""Sant Martí"",66,""el Parc i la Llacuna del Poblenou"",,""Carrer"",""dels Almogàvers"",0079,432067,4582954,,,""MÒBIL"",""EMAIL""
39134108,""INCIDENCIA"",""Manteniment de l'espai urbà"",""Parcs jardins i zones verdes"",""Parcs jardins i zones verdes incidències"",07,02,2025,07,02,2025,06,""Gràcia"",30,""la Salut"",021,""Carrer"",""de Mossèn Batlle"",0004,429213,4584531,,,""INSTÀNCIA TELEMÀTICA"",""EMAIL""
39134109,""SUGGERIMENT"",""Manteniment de l'espai urbà"",""Parcs jardins i zones verdes"",""Parcs jardins i zones verdes senyalització nova/canvi lloc"",07,02,2025,07,02,2025,06,""Gràcia"",30,""la Salut"",021,""Carrer"",""de Mossèn Batlle"",0004,429213,4584531,,,""INSTÀNCIA TELEMÀTICA"",""EMAIL""
39134144,""CONSULTA"",""Portal de tràmits"",""Relacions amb l'Ajuntament"",""Portal de tràmits"",07,02,2025,07,02,2025,,,,,,,,,,,,,""WEB"",""EMAIL""
39134143,""PETICIO DE SERVEI"",""Gestions municipals"",""Recollida i neteja de l'espai urbà"",""Rec. mobles i trastos vells gratuïta gent gran/discapacitats"",07,02,2025,07,02,2025,,,,,,,,,,,,,""TELÈFON"",""NO VOL RESPOSTA""
39134141,""INCIDENCIA"",""Manteniment de l'espai urbà"",""Miralls parabòlics públics"",""Mirall parabòlic incidències"",07,02,2025,07,02,2025,06,""Gràcia"",28,""Vallcarca i els Penitents"",,""Carrer"",""de Gomis"",0042,428234,4584892,,,""MÒBIL"",""EMAIL""
39134110,""SUGGERIMENT"",""Manteniment de l'espai urbà"",""Voreres"",""Vorera accessibilitat"",07,02,2025,07,02,2025,10,""Sant Martí"",67,""la Vila Olímpica del Poblenou"",055,""Carrer"",""de Salvador Espriu"",0091,433271,4582707,,,""TELÈFON"",""CARTA""
39134124,""CONSULTA"",""Portal de tràmits"",""Relacions amb l'Ajuntament"",""Portal de tràmits"",07,02,2025,07,02,2025,,,,,,,,,,,,,""WEB"",""EMAIL""
39134032,""INCIDENCIA"",""Mobilitat"",""Bicicletes"",""Bicicleta de lloguer mal estacionada"",07,02,2025,07,02,2025,01,""Ciutat Vella"",02,""el Barri Gòtic"",,""Plaça"",""Pl de L'àngel"",0012,431296,4581688,,,""MÒBIL"",""IMMEDIATA""
39134128,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Neteja carrers i/o places"",""Objectes a netejar / retirar"",07,02,2025,07,02,2025,02,""Eixample"",10,""Sant Antoni"",,""Carrer"",""de Calàbria"",0057,429578,4580999,,,""MÒBIL"",""EMAIL""
39134118,""INCIDENCIA"",""Informació  tràmits i atenció ciutadana"",""Incidències instàncies i fulls de queixes"",""No ha rebut resposta_HISENDA"",07,02,2025,07,02,2025,,,,,,,,,,,,,""TELÈFON"",""EMAIL""
39134119,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Neteja carrers i/o places"",""Orins  excrements animals"",07,02,2025,07,02,2025,01,""Ciutat Vella"",04,""Sant Pere  Santa Caterina i la Ribera"",,""Avinguda"",""Av de Francesc Cambó"",0017,431231,4581958,,,""MÒBIL"",""EMAIL""
39134116,""INCIDENCIA"",""Manteniment de l'espai urbà"",""Enllumenat públic"",""Enllumenat fanal / pal incidències"",07,02,2025,07,02,2025,02,""Eixample"",08,""l'Antiga Esquerra de l'Eixample"",,""Carrer"",""de Casanova"",0104,429476,4582099,,,""MÒBIL"",""EMAIL""
39134117,""QUEIXA"",""Hisenda"",""Devolucions"",""Devolució sol·licitada i no efectuada"",07,02,2025,07,02,2025,,,,,,,,,,,,,""WEB"",""EMAIL""
39134123,""CONSULTA"",""Portal de tràmits"",""Relacions amb l'Ajuntament"",""Portal de tràmits"",07,02,2025,07,02,2025,,,,,,,,,,,,,""WEB"",""EMAIL""
39134146,""INCIDENCIA"",""Transports públics"",""Autobusos TMB"",""Manteniment / neteja autobusos TMB"",07,02,2025,07,02,2025,,,,,,,,,,,,,""WEB"",""EMAIL""
39134145,""CONSULTA"",""Portal de tràmits"",""Relacions amb l'Ajuntament"",""Portal de tràmits"",07,02,2025,07,02,2025,,,,,,,,,,,,,""WEB"",""EMAIL""
39134147,""CONSULTA"",""Portal de tràmits"",""Relacions amb l'Ajuntament"",""Portal de tràmits"",07,02,2025,07,02,2025,,,,,,,,,,,,,""WEB"",""EMAIL""
39134215,""INCIDENCIA"",""Manteniment de l'espai urbà"",""Enllumenat públic"",""Enllumenat incidències"",07,02,2025,07,02,2025,10,""Sant Martí"",71,""Provençals del Poblenou"",094,""Passatge"",""Ptge de la Trinitat"",0001,433702,4584957,,,""TELÈFON"",""IMMEDIATA""
39134135,""INCIDENCIA"",""Manteniment de l'espai urbà"",""Fuites d'aigua neta"",""Fuita aigua neta de companyia o particular"",07,02,2025,07,02,2025,10,""Sant Martí"",66,""el Parc i la Llacuna del Poblenou"",044,""Carrer"",""de Pallars"",0073,432183,4582889,,,""TELÈFON"",""EMAIL""
39134207,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Neteja carrers i/o places"",""Objectes a netejar / retirar"",07,02,2025,07,02,2025,06,""Gràcia"",31,""la Vila de Gràcia"",,""Carrer"",""del Torrent de Les Flors"",0007,429926,4584020,,,""MÒBIL"",""EMAIL""
39134120,""INCIDENCIA"",""Mobilitat"",""Reserva plaça aparcament per discapacitat"",""Reserva plaça incidències"",07,02,2025,07,02,2025,07,""Horta-Guinardó"",37,""el Carmel"",074,""Carrer"",""de Dante Alighieri"",0113,429430,4586487,,,""TELÈFON"",""NO VOL RESPOSTA""
39134148,""CONSULTA"",""Portal de tràmits"",""Relacions amb l'Ajuntament"",""Portal de tràmits"",07,02,2025,07,02,2025,,,,,,,,,,,,,""WEB"",""EMAIL""
39134149,""CONSULTA"",""Portal de tràmits"",""Relacions amb l'Ajuntament"",""Incidències al portal de tràmits"",07,02,2025,07,02,2025,,,,,,,,,,,,,""WEB"",""EMAIL""
39134152,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Recollida paper cartó/vidre/reciclables"",""contenidors de paper i cartó/vidre/reciclables"",07,02,2025,07,02,2025,10,""Sant Martí"",65,""el Clot"",,""Carrer"",""de València"",0623,432107,4584715,,,""MÒBIL"",""EMAIL""
39134197,""PETICIO DE SERVEI"",""Gestions municipals"",""Recollida i neteja de l'espai urbà"",""Rec. bro. neta recuperació objecte llançat per error"",07,02,2025,07,02,2025,,,,,,,,,,,,,""TELÈFON"",""EMAIL""
39134150,""INCIDENCIA"",""Manteniment de l'espai urbà"",""Fuites d'aigua neta"",""Fuita aigua neta de companyia o particular"",07,02,2025,07,02,2025,06,""Gràcia"",28,""Vallcarca i els Penitents"",006,""Avinguda"",""Av de Vallcarca"",0161,428367,4585043,,,""TELÈFON"",""EMAIL""
39134133,""INCIDENCIA"",""Manteniment de l'espai urbà"",""Senyals informatius"",""Senyal informatiu incidències"",07,02,2025,07,02,2025,07,""Horta-Guinardó"",33,""el Baix Guinardó"",,""Avinguda"",""Av de la Mare de Déu de Montserrat"",0022,429933,4585019,,,""MÒBIL"",""EMAIL""
39134151,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Neteja carrers i/o places"",""Objectes a netejar / retirar"",07,02,2025,07,02,2025,10,""Sant Martí"",73,""la Verneda i la Pau"",,""Carrer"",""del Camp Arriassa"",0108,433267,4586335,,,""MÒBIL"",""EMAIL""
39134035,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Recollida comercial"",""Cartrons no recollits"",07,02,2025,07,02,2025,02,""Eixample"",07,""la Dreta de l'Eixample"",067,""Carrer"",""de la Diputació"",0377,431085,4583153,,,""TELÈFON"",""EMAIL""
39134153,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Neteja carrers i/o places"",""Objectes a netejar / retirar"",07,02,2025,07,02,2025,09,""Sant Andreu"",60,""Sant Andreu"",,""Plaça"",""Pl de Marià Brossa"",0003,432155,4587606,,,""MÒBIL"",""EMAIL""
38784886,""INCIDENCIA"",""Manteniment de l'espai urbà"",""Voreres"",""Vorera tapa"",07,01,2025,08,02,2025,09,""Sant Andreu"",61,""la Sagrera"",069,""Avinguda"",""Av Meridiana"",0305,432014,4586167,,,""WEB"",""EMAIL""
39032702,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Neteja carrers i/o places"",""Objectes a netejar / retirar"",31,01,2025,08,02,2025,10,""Sant Martí"",72,""Sant Martí de Provençals"",119,""Carrer"",""del Treball"",0255,433011,4585522,,,""INSTÀNCIA"",""SMS""
39032700,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Recollida pneumàtica"",""Recollida pneumàtica incidències"",01,02,2025,08,02,2025,10,""Sant Martí"",68,""el Poblenou"",069,""Carrer"",""D'espronceda"",0131,433401,4584163,,,""TELÈFON"",""EMAIL""
39032703,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Recollida orgànic / rebuig"",""Contenidor orgànic/rebuig suposa barrera arquitectònica"",01,02,2025,08,02,2025,10,""Sant Martí"",68,""el Poblenou"",056,""Carrer"",""de Ramon Turró"",0131,432993,4583102,,,""TELÈFON"",""SMS""
39056653,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Neteja carrers i/o places"",""Objectes a netejar / retirar"",02,02,2025,08,02,2025,09,""Sant Andreu"",60,""Sant Andreu"",,""Avinguda"",""Av Meridiana"",0592,432083,4588282,,,""MÒBIL"",""EMAIL""
39056652,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Neteja carrers i/o places"",""Objectes a netejar / retirar"",02,02,2025,08,02,2025,09,""Sant Andreu"",60,""Sant Andreu"",,""Passeig"",""Pg de Santa Coloma"",0002,432128,4588331,,,""MÒBIL"",""EMAIL""
39032701,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Neteja carrers i/o places"",""Objectes a netejar / retirar"",02,02,2025,08,02,2025,10,""Sant Martí"",73,""la Verneda i la Pau"",131,""Carrer"",""de Cantàbria"",0028,433223,4585737,,,""TELÈFON"",""EMAIL""
39056654,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Recollida de mobles i trastos vells"",""Recollida mobles abandonats al carrer"",03,02,2025,08,02,2025,09,""Sant Andreu"",62,""el Congrés i els Indians"",,""Plaça"",""Pl del Congrés Eucarístic"",0006,431609,4586350,,,""MÒBIL"",""IMMEDIATA""
39056655,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Neteja carrers i/o places"",""Orins  excrements animals"",03,02,2025,08,02,2025,10,""Sant Martí"",71,""Provençals del Poblenou"",104,""Gran Via"",""G.v. de Les Corts Catalanes"",1036,433166,4584894,,,""TELÈFON"",""SMS""
39081583,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Neteja carrers i/o places"",""Objectes a netejar / retirar"",04,02,2025,08,02,2025,10,""Sant Martí"",70,""el Besòs i el Maresme"",085,""Plaça"",""Pl dels Germans Serra"",0001,434202,4585343,,,""TELÈFON"",""NO VOL RESPOSTA""
39107466,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Recollida orgànic / rebuig"",""Contenidor orgànic/rebuig en fan un ús incorrecte"",05,02,2025,08,02,2025,10,""Sant Martí"",68,""el Poblenou"",,""Carrer"",""de Bilbao"",0091,433246,4583946,,,""WEB"",""EMAIL""
39107467,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Recollida orgànic / rebuig"",""Contenidor rebuig / orgànic"",05,02,2025,08,02,2025,10,""Sant Martí"",68,""el Poblenou"",,""Carrer"",""de Bilbao"",0002,433684,4583560,,,""MÒBIL"",""EMAIL""
39134221,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Neteja carrers i/o places"",""Objectes a netejar / retirar"",06,02,2025,08,02,2025,10,""Sant Martí"",64,""el Camp de l'Arpa del Clot"",,""Carrer"",""de Tomàs Padró"",0011,431991,4585101,,,""MÒBIL"",""EMAIL""
39134224,""CONSULTA"",""Cultura"",""Altres activitats"",""Altres activitats consulta"",06,02,2025,08,02,2025,,,,,,,,,,,,,""WEB"",""EMAIL""
39134225,""CONSULTA"",""Cultura"",""Altres activitats"",""Altres activitats consulta"",06,02,2025,08,02,2025,,,,,,,,,,,,,""WEB"",""EMAIL""
39134227,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Recollida de mobles i trastos vells"",""Recollida mobles abandonats al carrer"",06,02,2025,08,02,2025,10,""Sant Martí"",72,""Sant Martí de Provençals"",,""Carrer"",""D'andrade"",0198,433452,4585427,,,""MÒBIL"",""IMMEDIATA""
39107468,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Neteja carrers i/o places"",""Objectes a netejar / retirar"",06,02,2025,08,02,2025,08,""Nou Barris"",46,""el Turó de la Peira"",,""Carrer"",""de la Vall D'ordesa"",0008,430348,4586955,,,""MÒBIL"",""EMAIL""
39107469,""QUEIXA"",""Mobilitat"",""Vehicles a motor"",""Vehicles precintats"",06,02,2025,08,02,2025,,,,,,,,,,,,,""TELÈFON"",""EMAIL""
39107470,""CONSULTA"",""Cultura"",""Altres activitats"",""Altres activitats consulta"",06,02,2025,08,02,2025,,,,,,,,,,,,,""WEB"",""EMAIL""
39107465,""INCIDENCIA"",""Manteniment de l'espai urbà"",""Papereres"",""Paperera incidències"",06,02,2025,08,02,2025,09,""Sant Andreu"",60,""Sant Andreu"",,""Carrer"",""Gran de Sant Andreu"",0303,432296,4587549,,,""WEB"",""EMAIL""
39134220,""INCIDENCIA"",""Mobilitat"",""Bicicletes"",""Bicicleta abandonada"",06,02,2025,08,02,2025,03,""Sants-Montjuïc"",16,""la Bordeta"",,""Carrer"",""de Parcerisa"",0010,427613,4580060,,,""WEB"",""IMMEDIATA""
39134229,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Neteja carrers i/o places"",""Orins  excrements animals"",07,02,2025,08,02,2025,10,""Sant Martí"",72,""Sant Martí de Provençals"",,""Carrer"",""D'andrade"",0156,433306,4585269,,,""MÒBIL"",""EMAIL""
39134222,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Recollida de mobles i trastos vells"",""Recollida mobles abandonats al carrer"",07,02,2025,08,02,2025,09,""Sant Andreu"",63,""Navas"",,""Carrer"",""de Juan de Garay"",0098,431934,4585816,,,""MÒBIL"",""IMMEDIATA""
39134228,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Neteja carrers i/o places"",""Objectes a netejar / retirar"",07,02,2025,08,02,2025,10,""Sant Martí"",71,""Provençals del Poblenou"",,""Carretera"",""Ctra C-31"",2071,432987,4584766,,,""MÒBIL"",""EMAIL""
39134226,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Recollida paper cartó/vidre/reciclables"",""contenidors de paper i cartó/vidre/reciclables"",07,02,2025,08,02,2025,09,""Sant Andreu"",61,""la Sagrera"",,""Carrer"",""de Vallès i Ribot"",0035,432210,4586181,,,""MÒBIL"",""EMAIL""
39134223,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Neteja carrers i/o places"",""Objectes a netejar / retirar"",07,02,2025,08,02,2025,10,""Sant Martí"",65,""el Clot"",,""Rambla"",""Rbla del Poblenou"",0183,432474,4584349,,,""MÒBIL"",""EMAIL""
39134219,""INCIDENCIA"",""Manteniment de l'espai urbà"",""Semàfors"",""Semàfor incidències"",07,02,2025,08,02,2025,10,""Sant Martí"",65,""el Clot"",,""Carrer"",""de Mallorca"",0658,432259,4585019,,,""WEB"",""IMMEDIATA""
39161933,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Neteja carrers i/o places"",""Objectes a netejar / retirar"",08,02,2025,08,02,2025,09,""Sant Andreu"",60,""Sant Andreu"",021,""Carrer"",""Gran de Sant Andreu"",0098,432298,4586859,,,""TELÈFON"",""NO VOL RESPOSTA""
39161934,""INCIDENCIA"",""Manteniment de l'espai urbà"",""Fuites d'aigua neta"",""Fuita aigua neta de companyia o particular"",08,02,2025,08,02,2025,05,""Sarrià-Sant Gervasi"",26,""Sant Gervasi - Galvany"",068,""Carrer"",""de Julián Romea"",0013,429219,4583276,,,""TELÈFON"",""EMAIL""
39161928,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Recollida de mobles i trastos vells"",""Recollida mobles abandonats al carrer"",08,02,2025,08,02,2025,10,""Sant Martí"",71,""Provençals del Poblenou"",103,""Gran Via"",""G.v. de Les Corts Catalanes"",1080,433445,4585166,,,""TELÈFON"",""IMMEDIATA""
39161910,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Neteja carrers i/o places"",""Objectes a netejar / retirar"",08,02,2025,08,02,2025,02,""Eixample"",08,""l'Antiga Esquerra de l'Eixample"",,""Carrer"",""de Villarroel"",0129,429331,4582010,,,""MÒBIL"",""EMAIL""
39161929,""INCIDENCIA"",""Manteniment de l'espai urbà"",""Papereres"",""Paperera incidències"",08,02,2025,08,02,2025,10,""Sant Martí"",73,""la Verneda i la Pau"",,""Passatge"",""Ptge de la Ferradura"",0005,432947,4586033,,,""MÒBIL"",""EMAIL""
39161912,""PETICIO DE SERVEI"",""Gestions municipals"",""Recollida i neteja de l'espai urbà"",""Rec. mobles i trastos vells gratuïta gent gran/discapacitats"",08,02,2025,08,02,2025,,,,,,,,,,,,,""TELÈFON"",""IMMEDIATA""
39161930,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Neteja carrers i/o places"",""Objectes a netejar / retirar"",08,02,2025,08,02,2025,10,""Sant Martí"",71,""Provençals del Poblenou"",,""Carrer"",""de Bac de Roda"",0119,433324,4584434,,,""MÒBIL"",""EMAIL""
39161931,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Recollida orgànic / rebuig"",""Contenidor rebuig / orgànic"",08,02,2025,08,02,2025,10,""Sant Martí"",68,""el Poblenou"",,""Carrer"",""de Pujades"",0217,433387,4583871,,,""MÒBIL"",""EMAIL""
39161927,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Recollida de mobles i trastos vells"",""Recollida mobles abandonats al carrer"",08,02,2025,08,02,2025,10,""Sant Martí"",69,""Diagonal Mar i el Front Marítim del Poblenou"",,""Carrer"",""de Fluvià"",0034,433898,4584070,,,""MÒBIL"",""IMMEDIATA""
39161932,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Recollida orgànic / rebuig"",""Contenidor orgànic/rebuig incidències"",08,02,2025,08,02,2025,09,""Sant Andreu"",60,""Sant Andreu"",021,""Carrer"",""Gran de Sant Andreu"",0098,432298,4586859,,,""TELÈFON"",""NO VOL RESPOSTA""
39161909,""PETICIO DE SERVEI"",""Gestions municipals"",""Recollida i neteja de l'espai urbà"",""Rec. bro. dom. recuperació objecte llançat per error"",08,02,2025,08,02,2025,,,,,,,,,,,,,""TELÈFON"",""EMAIL""
39161911,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Neteja carrers i/o places"",""Objectes a netejar / retirar"",08,02,2025,08,02,2025,02,""Eixample"",08,""l'Antiga Esquerra de l'Eixample"",,""Carrer"",""de Mallorca"",0186,429513,4582332,,,""MÒBIL"",""EMAIL""
39161906,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Recollida animals morts"",""Recollida animals morts espai públic"",08,02,2025,08,02,2025,04,""Les Corts"",19,""les Corts"",009,""Carrer"",""de Galileu"",0268,427473,4581669,,,""TELÈFON"",""NO VOL RESPOSTA""
39161904,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Recollida animals morts"",""Recollida animals morts espai públic"",08,02,2025,08,02,2025,10,""Sant Martí"",64,""el Camp de l'Arpa del Clot"",005,""Carrer"",""del Guinardó"",0014,431589,4585250,,,""TELÈFON"",""NO VOL RESPOSTA""
39161905,""PETICIO DE SERVEI"",""Gestions municipals"",""Recollida i neteja de l'espai urbà"",""Rec. animals morts en espais privats (PAGAMENT)"",08,02,2025,08,02,2025,,,,,,,,,,,,,""TELÈFON"",""IMMEDIATA""
39161907,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Recollida animals morts"",""Recollida animals morts espai públic"",08,02,2025,08,02,2025,05,""Sarrià-Sant Gervasi"",27,""el Putxet i el Farró"",085,""Carrer"",""de Vallirana"",0045,428727,4583991,,,""TELÈFON"",""NO VOL RESPOSTA""
39161908,""INCIDENCIA"",""Manteniment de l'espai urbà"",""Semàfors"",""Semàfor incidències"",08,02,2025,08,02,2025,05,""Sarrià-Sant Gervasi"",27,""el Putxet i el Farró"",093,""Carrer"",""de Balmes"",0418,428012,4584289,,,""TELÈFON"",""IMMEDIATA""
39161925,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Neteja carrers i/o places"",""Objectes a netejar / retirar"",08,02,2025,08,02,2025,10,""Sant Martí"",68,""el Poblenou"",,""Carrer"",""de Castella"",0015,432932,4584074,,,""MÒBIL"",""EMAIL""
39161923,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Recollida paper cartó/vidre/reciclables"",""contenidors de paper i cartó/vidre/reciclables"",08,02,2025,08,02,2025,10,""Sant Martí"",70,""el Besòs i el Maresme"",,""Carrer"",""de Pierre Vilar"",0014,434850,4584987,,,""MÒBIL"",""EMAIL""
39161924,""INCIDENCIA"",""Recollida i neteja de l'espai urbà"",""Recollida pneumàtica"",""Recollida pneumàtica incidències"",08,02,2025,08,02,2025,09,""Sant Andreu"",60,""Sant Andreu"",030,""Carrer"",""de Fernando Pessoa"",0021,432584,4587970,,,""TELÈFON"",""EMAIL""
